centralize_hre_title;Centralize the Holy Roman Empire;Centraliser le Saint Empire Romain;Zentralisieren Sie das Heilige Römische Reich;Centralizacja Œwiête Cesarstwo Rzymskie;Centralizar el Sacro Imperio Romano;Centralizzare il Sacro Romano Impero;Centralizálja a Szent Római Birodalom;Centralizujte Svatou øímskou øíši;Centralizálja a Szent Római Birodalom;Centraliseren van het Heilige Roomse Rijk;Centralize o Sacro Império Romano;Öåíòðàëèçîâàòü Ñâÿòóþ Ðèìñêóþ èìïåðèþ;Keskitä Pyhän roomalaisen keisarikunnan;x
yunnan_clique_desc;Few do remember us for our dynasty. Better to restyle ourselves with our new name, based on our location.;Peu se souvient de nous pour notre dynastie. Il vaut mieux nous restructurer avec notre nouveau nom, en fonction de notre emplacement.;Nur wenige erinnern uns an unsere Dynastie. Besser, um uns mit unserem neuen Namen, basierend auf unserem Standort, neu zu gestalten.;Niewielu pamiêtasz nas za nasza dynastie. Lepiej naprawiaæ nasze nowe imiê, opieraj¹c siê na naszej lokalizacji.;Pocos nos recuerdan por nuestra dinastía. Es mejor cambiar de estilo con nuestro nuevo nombre, basado en nuestra ubicación.;Pochi ci ricordano la nostra dinastia. Meglio restyling noi con il nostro nuovo nome, basato sulla nostra posizione.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Málokdo si nás pamatuje za naši dynastii. Lepší se zopakovat s novým jménem, založeným na naší poloze.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Weinigen onthouden ons voor onze dynastie. Beter om ons te herstellen met onze nieuwe naam, gebaseerd op onze locatie.;Poucos se lembram de nós para nossa dinastia. É melhor reformular-nos com o nosso novo nome, com base na nossa localização.;Ìàëî êòî ïîìíèò íàñ çà íàøó äèíàñòèþ. Ëó÷øå ïåðåîñìûñëèòü ñåáÿ íîâûì èìåíåì, îñíîâàííûì íà íàøåì ìåñòîïîëîæåíèè.;Muutama muistuttaa meitä meidän dynastiaamme. Parempi uudelleenkirjoittaaksemme uuden nimemme sijainnin perusteella.;x
become_longobardia_title;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Ðåíþì Ëüàíãîáàðäîðóì;Regnum Langobardorum;x
become_longobardia_desc;After long time, we are the main of the duchies of the Lombards. It is imperative that we get the Iron Crown and lead our Nation into this modern age.;Après longtemps, nous sommes la principale des duchés des Lombards. Il est impératif que nous obtenions la Couronne de Fer et conduisions notre Nation dans cette ère moderne.;Nach langer Zeit sind wir die wichtigsten der Herzogtümer der Langobarden. Es ist unerlässlich, dass wir die Eiserne Krone bekommen und unsere Nation in diese moderne Zeit führen.;Po d³ugim czasie jesteœmy g³ówna ksiêstwami Longobardów. Konieczne jest, abyœmy zdobyli ¯elazna Koronê i poprowadzili nasz Naród do tego nowoczesnego wieku.;Después de mucho tiempo, somos el principal de los ducados de los lombardos. Es imperativo que obtengamos la Corona de Hierro y lideremos a nuestra Nación en esta edad moderna.;Dopo tanto tempo, siamo il principale dei ducati dei Longobardi. È imperativo che noi siamo coloro che ottengono la Corona di Ferro e che regnamo la nostra Nazione in quest’era moderna.;Hosszú idõ után mi vagyunk a Lombards duchijai fõbbek vagyunk. Rendkívül fontos, hogy megkapjuk a vas koronát, és vezessük országunkat a mai korban.;Po dlouhém case jsme hlavními duchy Lombardù. Je nezbytnì nutné, abychom dostali železnou korunu a vedli náš národ do tohoto moderního vìku.;Hosszú idõ után mi vagyunk a Lombards duchijai fõbbek vagyunk. Rendkívül fontos, hogy megkapjuk a vas koronát, és vezessük országunkat a mai korban.;Na lange tijd zijn we de belangrijkste van de hertogdommen van de Longobarden. Het is absoluut noodzakelijk dat we de IJzerkroon krijgen en onze natie naar deze moderne tijd leiden.;Depois de muito tempo, somos o principal dos ducados dos lombardos. É imperativo que obtenhamos a Coroa de Ferro e lideremos nossa Nação para essa era moderna.;Ïîñëå äîëãîãî âðåìåíè ìû ÿâëÿåìñÿ ãëàâíûìè ãåðöîãñòâàìè ëàíãîáàðäîâ. Êðàéíå âàæíî, ÷òîáû ìû ïîëó÷èëè Æåëåçíóþ Êîðîíó è ïðèâåëè íàøó Íàöèþ â ýòîò ñîâðåìåííûé âåê.;Pitkän ajan kuluttua me olemme päämiehet Lombardsin duchit. On ehdottoman tärkeää, että saamme rautaisen kruunun ja johdattamaan kansamme tämän modernin aikakauden.;x
form_japan_title;Unite the Daimyos;Unissez les Daimyos;Begleite die Daimyos;Do³¹cz do Daimyo;Únete a los Daimyos;Unisciti ai Daimyos;Csatlakozz a Daimyoshoz;Spojte Daimyos;Csatlakozz a Daimyoshoz;Word lid van de Daimyos;Junte-se aos Daimyos;Îáúåäèíèòå Äàéìåñ;Liity Daimyosiin;x
form_japan_desc;For centuries blocked by the feudal institutions, now Japan has achieved a national unity to fight against the barbarians from outside.;Pendant des siècles bloqués par les institutions féodales, le Japon a maintenant réalisé une unité nationale pour lutter contre les barbares de l'extérieur.;Seit Jahrhunderten von feudalen Institutionen blockiert, hat Japan jetzt nationale Einheit erreicht, um gegen Barbaren von außen zu kämpfen.;Przez stulecia blokowane przez instytucje feudalne Japonia osi¹gnê³a jednoœæ narodowa, by walczyæ z barbarzyñcami z zewn¹trz.;Durante siglos bloqueado por las instituciones feudales, Japón ahora ha logrado la unidad nacional para luchar contra los bárbaros desde el exterior.;Per secoli bloccati dalle istituzioni feudali, il Giappone ha ora raggiunto l'unità nazionale per combattere i barbari dall'esterno.;A feudális intézmények által blokkolt évszázadok óta Japán ma már nemzeti egységgel küzdött a kívülrõl érkezõ barbárokkal szemben.;Po staletí zablokované feudálními institucemi nyní Japonsko dosáhlo národní jednoty v boji proti barbarùm zvencí.;A feudális intézmények által blokkolt évszázadok óta Japán ma már nemzeti egységgel küzdött a kívülrõl érkezõ barbárokkal szemben.;Eeuwenlang geblokkeerd door feodale instellingen, heeft Japan nu de nationale eenheid bereikt om te vechten tegen barbaren van buitenaf.;Durante séculos bloqueados pelas instituições feudais, o Japão já conseguiu a unidade nacional para lutar contra os bárbaros de fora.;Íà ïðîòÿæåíèè ñòîëåòèé, áëîêèðîâàííûõ ôåîäàëüíûìè èíñòèòóòàìè, â íàñòîÿùåå âðåìÿ ÿïîíèÿ äîñòèãëà íàöèîíàëüíîãî åäèíñòâà äëÿ áîðüáû ñ âàðâàðàìè èçâíå.;Joiden vuosisatojen ajan feodaaliset instituutiot ovat estäneet Japanin saavuttaneen kansallisen yhtenäisyyden taistella ulkomaalaisia barbaareja vastaan.;x
form_the_undeads_title;Those from the City of Dis;Ceux de la ville de Dis;Diejenigen der Stadt Dis;Ci z miasta Dis;Los de la ciudad de Dis;Quelli della città di Dis;Azok a város, Dis;Ti z mìsta Dis;Azok a város, Dis;Die van de stad Dis;Os da cidade de Dis;Òå èç ãîðîäà Äèñü;Ne kaupungin Dis;x
form_the_undeads_desc;For times we wandered on this Earth as rotting corpses, it is now time that we start to dominate with the power of our Hellish lord.;Pour les temps où nous avons erré sur cette Terre en tant que cadavres en décomposition, il est maintenant temps que nous commencions à dominer avec la puissance de notre seigneur infernal.;Für die Zeiten, in denen wir auf dieser Erde als verrottende Leichen gewandert sind, ist es jetzt an der Zeit, dass wir beginnen, mit der Macht unseres höllischen Herrn zu dominieren.;Po raz Przeszliœmy te Ziemie jak gnij¹ce trupy, teraz jest czas, abyœmy zaczêli dominowaæ moc¹ piekielna naszego Pana.;Para los tiempos que hemos deambulado en esta Tierra como cadáveres podridos, es hora de que comencemos a dominar con el poder de nuestro señor infernal.;Per le volte che abbiamo vagato su questa Terra come cadaveri in decomposizione, è giunto il momento per noi di iniziare a dominare con il potere del nostro signore infernale.;Abban az idõben, amikor a Földön rothadó holttestként vándorolunk, most van itt az ideje, hogy a pokolbeli uram erejével uralkodjunk.;Pro casy, kdy jsme toužili po této Zemi jako hnilobící mrtvoly, je nyní cas, abychom zacali ovládat sílu našeho pekelného pána.;Abban az idõben, amikor a Földön rothadó holttestként vándorolunk, most van itt az ideje, hogy a pokolbeli uram erejével uralkodjunk.;Voor de tijd dat we als rottende lijken op deze aarde hebben rondgedwaald, is het nu tijd voor ons om te beginnen te domineren met de kracht van onze helse heer.;Nos tempos em que viramos nesta Terra como cadáveres apodrecendo, é hora de começarmos a dominar com o poder do nosso infernal Senhor.;Âðåìåíàìè ìû áëóæäàëè ïî ýòîé Çåìëå êàê ãíèþùèå òðóïû, òåïåðü íàñòóïèëî âðåìÿ, êîãäà ìû íà÷íåì äîìèíèðîâàòü ñèëîé íàøåãî àäñêîãî ëîðäà.;Sillä kun me vaelsi maan päällä kuin mätää ruumiiden, nyt on aika, että alkoi hallita voimalla meidän helvetillisen Herramme.;x
go_away_undeads_title;Funny statistics;Statistiques amusantes;Spaß Statistiken;Zabawne statystyki;Estadísticas divertidas;Statistiche divertenti;Fun statisztikák;Zábavné statistiky;Fun statisztikák;Leuke statistieken;Estatísticas divertidas;Ñìåøíàÿ ñòàòèñòèêà;Hauskoja tilastoja;x
go_away_undeads_desc;Your statistics say that you have animals, undeads, and aliens living in your state. Weird...;Vos statistiques indiquent que vous avez des animaux, des morts-vivants et des étrangers vivant dans votre état. Bizarre...;Deine Statistiken zeigen an, dass du Tiere, Untote und Fremde in deinem Staat hast. Seltsam...;Twoje statystyki wskazuj¹, ze masz zwierzêta, nieumar³ych i nieznajomych, którzy ¿yj¹ w twoim stanie. Dziwne...;Sus estadísticas indican que tiene animales, muertos vivientes y extraños que viven en su estado. Extraño...;Le tue statistiche indicano che hai animali, non morti e estranei che vivono nel tuo stato. Strano...;Statisztikái azt mutatják, hogy állatok, élohalottok és idegenek élnek az Ön államában. Furcsa...;Vaše statistiky uvádìjí, že máte zvíøata, undeads a cizince žijící ve vašem státì. Podivný...;Statisztikái azt mutatják, hogy állatok, élohalottok és idegenek élnek az Ön államában. Furcsa...;Je statistieken geven aan dat je dieren, ondoden en vreemden in je staat hebt. Raar...;Suas estatísticas indicam que você tem animais, mortos-vivos e estranhos que vivem em seu estado. Estranho...;Âàøà ñòàòèñòèêà ãîâîðèò, ÷òî ó âàñ åñòü æèâîòíûå, íåæèòè è èíîïëàíåòÿíå, æèâóùèå â âàøåì ãîñóäàðñòâå. Weird...;Tilastot osoittavat, että sinulla on eläimiä, undead ja vieraita, jotka asuvat omassa tilassa. Outo...;x
we_are_the_undeads_title;Are you sure you're a human?;Êtes-vous sûr que vous êtes un humain?;Bist du sicher, dass du ein Mensch bist?;Jesteœ pewien, ze jesteœ cz³owiekiem?;¿Estás seguro de que eres un humano?;Sei sicuro di essere un umano?;Biztos vagy benne, hogy ember vagy?;Jste si jistý, že jste clovìk?;Biztos vagy benne, hogy ember vagy?;Weet je zeker dat je een mens bent?;Tem certeza de que é um ser humano?;Âû óâåðåíû, ÷òî âû ÷åëîâåê?;Oletko varma, että olet ihminen?;x
we_are_the_undeads_desc;No human could ever survive inside our lands, let's not even ask why.;Aucun humain ne pourrait jamais survivre dans nos terres, ne demandons même pas pourquoi.;Kein Mensch könnte jemals auf unserem Land überleben, fragen Sie nicht einmal warum.;¯aden cz³owiek nie móg³by prze¿yæ na naszej ziemi, nawet nie pytaj dlaczego.;Ningún ser humano podría sobrevivir en nuestra tierra, ni siquiera preguntar por qué.;Nessun essere umano potrebbe mai sopravvivere sulla nostra terra, non chiedere nemmeno perché.;Egyetlen ember sem élhet túl a földünkön, nem is kérdezheti meg miért.;Žádný clovìk by v našich zemích nikdy nemohl pøežít, ani se neptat proc.;Egyetlen ember sem élhet túl a földünkön, nem is kérdezheti meg miért.;Geen mens zou ooit op ons land kunnen overleven, vraag niet eens waarom.;Nenhum humano jamais poderia sobreviver em nossa terra, nem se pergunte por quê.;Íè îäèí ÷åëîâåê íå ñìîã áû âûæèòü â íàøèõ çåìëÿõ, äàâàéòå äàæå íå ñïðîñèì, ïî÷åìó.;Mikään ihminen ei voi selviytyä maassamme, älä edes kysy miksi.;x
theocracy;Theocracy;Théocratie;Theokratie;Teokracja;Teocracia;Teocrazia;Teokrácia;Teokracie;Teokrácia;Theocratie;Teocracia;òåîêðàòèÿ;Teokratia;x
theocracy_ruler;My Holiness;Ma Sainteté;Meine Heiligkeit;Moja Œwi¹tobliwoœæ;Mi Santidad;Mia Santità;Az én Szentségem;Mé Svatosti;Az én Szentségem;Mijn Heiligheid;Minha Santidade;Ìîå Ñâÿòåéøåñòâî;Oma Pyhyyteni;x
form_ireland_title;The Irish Clans;Les Clains Irlandais;Die Irischen Clans;Irlandzkie Klany;Los Clanes Irlandeses;I Clan Irlandesi;Az ír klánok;Irské klany;Az ír klánok;De Ierse Clans;Os Clãs Irlandeses;Èðëàíäñêèå êëàíû;Irlannin klaanit;x
form_ireland_desc;From time immemorial, the Irishmen fighted among themselves, while succumbing against the troops from the other side of the sea. Now, the country shall unite.;Depuis des temps immémoriaux, les Irlandais se battaient entre eux, tout en succombant aux troupes de l'autre côté de la mer. Maintenant, le pays s'unira.;Seit undenklichen Zeiten kämpften die Iren untereinander, während sie gegen die Truppen von der anderen Seite des Meeres fielen. Jetzt soll das Land sich vereinigen.;Od niepamiêtnych czasów Irlandczycy walczyli miedzy sob¹, ulegaj¹c wojsku zza morza. Teraz kraj siê zjednoczy.;Desde tiempo inmemorial, los irlandeses lucharon entre ellos, mientras sucumbían contra las tropas del otro lado del mar. Ahora, el país se unirá.;Da tempo immemore, gli Irlandesi hanno combattuto fra di loro, mentre soccombevano alle truppe dall’altro lato del mare. Adesso, il paese sarà unito.;Idõrõl idõre az ír férfiak harcoltak egymás között, miközben a tenger túloldalán a csapatok ellen szenvedtek. Most az ország egyesül.;Od nepamìti Irši bojovali mezi sebou, zatímco podléhali vojákùm z druhé strany moøe. Nyní se zemì sjednotí.;Idõrõl idõre az ír férfiak harcoltak egymás között, miközben a tenger túloldalán a csapatok ellen szenvedtek. Most az ország egyesül.;Van oudsher vochten de Ieren onder elkaar, terwijl ze bezweken tegen de troepen van de andere kant van de zee. Nu, het land zal zich verenigen.;Desde tempos imemoriais, os irlandeses despencaram entre si, enquanto sucumbiam contra as tropas do outro lado do mar. Agora, o país deve unir-se.;Ñ íåçàïàìÿòíûõ âðåìåí èðëàíäöû ñðàæàëèñü ìåæäó ñîáîé, óñòóïàÿ âîéñêàì ñ äðóãîé ñòîðîíû ìîðÿ. Òåïåðü ñòðàíà îáúåäèíèòñÿ.;Muinaikainen aika, irlantilaiset taistelivat keskenään samalla kun heidät joutuivat vastustamaan joukkojen toisella puolella merta. Nyt maa yhdistyy.;x
form_greece_title;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Ýëåôòåðèÿ è Òàíàòîñ!;Eleftheria i Thanatos!;x
form_greece_desc;The glory of the Byzantines survived their fall. The peoples of Rome, now under the name of the Hellenes, have for centuries tried to unite to restore the ancient empire and to face the threats from the East and the North.;La gloire des Byzantins a survécu à leur chute. Les peuples de Rome, maintenant sous le nom des Hellènes, ont essayé pendant des siècles de s'unir pour restaurer l'ancien empire et faire face aux menaces de l'Est et du Nord.;Der Ruhm der Byzantiner überlebte ihren Fall. Die Völker Roms, jetzt unter dem Namen der Hellenen, haben jahrhundertelang versucht, sich zu vereinen, um das alte Reich wiederherzustellen und den Bedrohungen aus dem Osten und dem Norden zu begegnen.;Chwa³a Bizantyjczyków przetrwa³a ich upadek. Narody Rzymu, obecnie pod nazwa Hellenek, przez wieki stara³y siê zjednoczyæ, aby przywróciæ dawne imperium i stawiæ czo³a zagro¿eniom ze Wschodu i Pó³nocy.;La gloria de los bizantinos sobrevivió a su caída. Los pueblos de Roma, ahora bajo el nombre de los helenos, han intentado durante siglos unirse para restaurar el antiguo imperio y enfrentar las amenazas del este y del norte.;La gloria dei Bizantini è sopravvissuta alla loro caduta. I popoli di Roma, ora sotto il nome di Elleni, hanno per secoli tentato di ricostruire l’antico impero e combattere le minacce dell’Est e del Nord.;A bizánciak dicsõsége túlélte a bukását. A rómaiak, a hellének néven évszázadok óta megpróbálták egyesülni az ókori birodalom helyreállítása és a keleti és északi fenyegetésekkel szembenézni.;Slavnost byzantù pøežila jejich pád. Øímské národy, nyní pod jménem Heléncù, se po staletí pokoušely sjednotit obnovení staré øíše a celit hrozbám z východu a severu.;A bizánciak dicsõsége túlélte a bukását. A rómaiak, a hellének néven évszázadok óta megpróbálták egyesülni az ókori birodalom helyreállítása és a keleti és északi fenyegetésekkel szembenézni.;De glorie van de Byzantijnen overleefde hun val. De volkeren van Rome, nu onder de naam van de Hellenen, proberen al eeuwenlang zich te verenigen om het oude rijk te herstellen en de dreigementen van het Oosten en het Noorden onder ogen te zien.;A glória dos bizantinos sobreviveu à sua queda. Os povos de Roma, agora sob o nome dos helenos, há séculos tentaram se unir para restaurar o antigo império e enfrentar as ameaças do Oriente e do Norte.;Ñëàâà âèçàíòèéöåâ ïåðåæèëà èõ ïàäåíèå. Íàðîäû Ðèìà, íûíå ïîä èìåíåì ýëëèíîâ, íà ïðîòÿæåíèè âåêîâ ïûòàëèñü îáúåäèíèòüñÿ, ÷òîáû âîññòàíîâèòü äðåâíþþ èìïåðèþ è ñòîëêíóòüñÿ ñ óãðîçàìè ñ Âîñòîêà è Ñåâåðà.;Bysanttilain kirkkaus selviytyi niiden laskuun. Rooman kansat, jotka nyt ovat Hellenien nimissä, ovat vuosisatojen ajan yrittäneet yhdistyä muinaisen valtakunnan palauttamiseksi ja isän ja pohjoisen uhkien kohtaamiseksi.;x
EVTNAME251001;The Revolts in Canada;Les révoltes au Canada;Die Revolten in Kanada;Rewolty w Kanadzie;Las revueltas en Canadá;The Revolts in Canada;A kanadai lázadások;Vzpoura v Kanadì;A kanadai lázadások;The Revolts in Canada;As revoltas no Canadá;Âîññòàíèÿ â Êàíàäå;Revolts Kanadassa;x
EVTNAME251002;The Revolts in Alaska;Les révoltes en Alaska;Die Revolten in Alaska;Rewolty na Alasce;Las revueltas en Alaska;The Revolts in Alaska;A forradalmak Alaszkában;Revolty na Aljašce;A forradalmak Alaszkában;De opstanden in Alaska;As Revoltas no Alasca;Âîññòàíèÿ íà Àëÿñêå;Alaskan Revolts;x
EVTNAME251003;The Revolts in Yankeedom;Les révoltes à Yankeedom;Die Revolten in Yankeedom;Rewolty w Jankeedom;Las revueltas en Yankeedom;The Revolts in Yankeedom;A Yankeedom-i Revolts;Revolty v Yankeedom;A Yankeedom-i Revolts;The Revolts in Yankeedom;As revoltas em Yankeedom;Âîññòàíèÿ â ÿíêèäîì;Revolts in Yankeedom;x
EVTNAME251004;The Revolts in Central America;Les révoltes en Amérique centrale;Die Revolten in Zentralamerika;Rewolty w Ameryce Œrodkowej;Las revueltas en América Central;The Revolts in America centrale;A forradalmak Közép-Amerikában;Revolty ve Støední Americe;A forradalmak Közép-Amerikában;The Revolts in Central America;As revoltas na América Central;Âîññòàíèÿ â Öåíòðàëüíîé Àìåðèêå;Revoltiot Keski-Amerikassa;x
EVTNAME251005;The Revolts in Mexico;Les révoltes au Mexique;Die Revolten in Mexiko;Rewolty w Meksyku;Las revueltas en México;The Revolts in Mexico;A forradalmak Mexikóban;Revolty v Mexiku;A forradalmak Mexikóban;De opstanden in Mexico;As revoltas no México;Âîññòàíèÿ â Ìåêñèêå;Revolts Meksikossa;x
EVTNAME251006;The Revolts in Brazil;Les révoltes au Brésil;Die Revolten in Brasilien;Rewolty w Brazylii;Las revueltas en Brasil;The Revolts in Brazil;A Brazíliában lévõ forradalmak;Revolty v Brazílii;A Brazíliában lévõ forradalmak;De opstanden in Brazilië;As Revoltas no Brasil;Âîññòàíèÿ â Áðàçèëèè;Revolts Brasiliassa;x
EVTNAME251007;The Revolts in Peru;Les révoltes au Pérou;Die Revolten in Peru;Rewolty w Peru;Las revueltas en Perú;The Revolts in Peru;Peruban lévõ forradalmak;Revolty v Peru;Peruban lévõ forradalmak;The Revolts in Peru;As Revoltas no Peru;Âîññòàíèÿ â Ïåðó;Perun Revolts;x
EVTNAME251008;The Revolts in Argentina;Les révoltes en Argentine;Die Revolten in Argentinien;Rewolty w Argentynie;Las revueltas en Argentina;The Revolts in Argentina;A lázadások Argentínában;Revolty v Argentinì;A lázadások Argentínában;The Revolts in Argentina;As revoltas na Argentina;Âîññòàíèÿ â Àðãåíòèíå;Argentiinassa olevat Revolts;x
EVTNAME251009;The Revolts in Paraguay;Les révoltes au Paraguay;Die Revolten in Paraguay;Rewolty w Paragwaju;Las revueltas en Paraguay;The Revolts in Paraguay;A Paraguayi forradalmak;Revolty v Paraguay;A Paraguayi forradalmak;De opstanden in Paraguay;As revoltas no Paraguai;Âîññòàíèÿ â Ïàðàãâàå;Paraguaisin valloittamat;x
EVTNAME251010;The Revolts in Uruguay;Les révoltes en Uruguay;Die Revolten in Uruguay;Rewolty w Urugwaju;Las revueltas en Uruguay;The Revolts in Uruguay;Az Uruguayi lázadások;Revolty v Uruguaye;Az Uruguayi lázadások;The Revolts in Uruguay;As revoltas no Uruguai;Âîññòàíèÿ â Óðóãâàå;Uudelleenruotot Uruguayssa;x
EVTNAME251011;The Revolts in Bolivia;Les révoltes en Bolivie;Die Revolten in Bolivien;Rewolty w Boliwii;Las revueltas en Bolivia;The Revolts in Bolivia;A Bolíviai Revolts;Revolty v Bolívii;A Bolíviai Revolts;The Revolts in Bolivia;As revoltas na Bolívia;Âîññòàíèÿ â Áîëèâèè;Revoltiot Boliviassa;x
EVTNAME251012;The Revolts in Colombia;Les révoltes en Colombie;Die Revolten in Kolumbien;Rewolty w Kolumbii;Las revueltas en Colombia;The Revolts in Colombia;A Kolumbiai Revolts;Revolty v Kolumbii;A Kolumbiai Revolts;The Revolts in Colombia;As revoltas na Colômbia;Âîññòàíèÿ â Êîëóìáèè;Revoltiot Kolumbiassa;x
EVTNAME251013;The Revolts in Venezuela;Les révoltes au Venezuela;Die Revolten in Venezuela;Rewolty w Wenezueli;Las revueltas en Venezuela;The Revolts in Venezuela;A Venezuelai lázadások;Vzpoura ve Venezuele;A Venezuelai lázadások;The Revolts in Venezuela;As revoltas na Venezuela;Âîññòàíèÿ â Âåíåñóýëå;Venezuelan valloitukset;x
EVTNAME251014;The Revolts in Malaya;Les révoltes en Malaisie;Die Revolten in Malaya;Rewolty na Malajach;Las revueltas en Malaya;The Revolts in Malaya;A Malaya Revolts;Revolty v Malajsii;A Malaya Revolts;The Revolts in Malaya;As Revoltas na Malásia;Âîññòàíèÿ â Ìàëàéå;Revolts in Malaya;x
EVTNAME251016;The Revolts in India;Les révoltes en Inde;Die Revolten in Indien;Rewolty w Indiach;Las revueltas en India;The Revolts in India;Az Indiai lázadások;Vzpoury v Indii;Az Indiai lázadások;The Revolts in India;As Revoltas na Índia;Âîññòàíèÿ â Èíäèè;Revolts Intiassa;x
EVTNAME251017;The Revolts in Australia;Les révoltes en Australie;Die Revolten in Australien;Rewolty w Australii;Las revueltas en Australia;The Revolts in Australia;A Revolts Ausztráliában;Revolty v Austrálii;A Revolts Ausztráliában;De opstanden in Australië;As revoltas na Austrália;Âîññòàíèÿ â Àâñòðàëèè;Revolts in Australia;x
EVTNAME251018;The Revolts in the Philippines;Les révoltes aux Philippines;Die Revolten auf den Philippinen;Rewolty na Filipinach;Las revueltas en Filipinas;The Revolts nelle Filippine;A forradalmak a Fülöp-szigeteken;Vzpoury na Filipínách;A forradalmak a Fülöp-szigeteken;The Revolts in the Philippines;As revoltas nas Filipinas;Âîññòàíèÿ íà Ôèëèïïèíàõ;Revoltiot Filippiineillä;x
EVTNAME251019;The Revolts in New Zealand;Les révoltes en Nouvelle-Zélande;Die Revolten in Neuseeland;Rewolty w Nowej Zelandii;Las revueltas en Nueva Zelanda;The Revolts in New Zealand;Az Új-Zélandi Revolts;Revolty na Novém Zélandu;Az Új-Zélandi Revolts;The Revolts in New Zealand;As revoltas na Nova Zelândia;Âîññòàíèÿ â Íîâîé Çåëàíäèè;Revolts Uudessa-Seelannissa;x
EVTNAME251020;The Revolts in Madagascar;Les révoltes à Madagascar;Die Revolten in Madagaskar;Rewolty na Madagaskarze;Las revueltas en Madagascar;The Revolts in Madagascar;Madagaszkáron a forradalmak;Revolty na Madagaskaru;Madagaszkáron a forradalmak;De opstanden in Madagaskar;As revoltas em Madagascar;Âîññòàíèÿ íà Ìàäàãàñêàðå;Madagaskarin Revolts;x
EVTNAME251021;The Revolts in South Africa;Les révoltes en Afrique du Sud;Die Revolten in Südafrika;Rewolty w Afryce Po³udniowej;Las revueltas en Sudáfrica;The Revolts in Sud Africa;A Dél-Afrika forradalmai;Revolty v Jižní Africe;A Dél-Afrika forradalmai;The Revolts in South Africa;As revoltas na África do Sul;Âîññòàíèÿ â Þæíîé Àôðèêå;Revolts Etelä-Afrikassa;x
EVTNAME251022;The Revolts in Rhodesia;Les révoltes en Rhodésie;Die Revolten in Rhodesien;Rewolty w Rodezji;Las revueltas en Rhodesia;The Revolts in Rhodesia;A forradalmak Rodezia;Povstání v Rhodesii;A forradalmak Rodezia;The Revolts in Rhodesia;As revoltas na Rodésia;Âîññòàíèÿ â Ðîäåçèè;Revoltiot Rodesiassa;x
EVTNAME251023;The Revolts in Liberia;Les révoltes au Libéria;Die Revolten in Liberia;Rewolty w Liberii;Las revueltas en Liberia;The Revolts in Liberia;A Libériák lázadása;Revolty v Libérii;A Libériák lázadása;The Revolts in Liberia;As revoltas na Libéria;Âîññòàíèÿ â Ëèáåðèè;Revolts Liberiassa;x
EVTNAME251024;The Revolts in the Congo Free State;Les révoltes dans l'État libre du Congo;Die Revolten im Kongo-Freistaat;Rewolty w pañstwie wolnym od Konga;Las revueltas en el estado libre del Congo;The Revolts in Congo Free State;A szabadságon lévo kongói szabadságharcok;Revolty v Kongo svobodném státì;A szabadságon lévo kongói szabadságharcok;The Revolts in the Congo Free State;As revoltas no estado livre do Congo;Âîññòàíèÿ â Ñâîáîäíîì ãîñóäàðñòâå Êîíãî;Revoltiot Kongon vapaavaltiossa;x
EVTDESC251001;Some of our colonial domains yearn for independence, claiming they have the right of self-determination.;Certains de nos domaines coloniaux aspirent à l'indépendance, prétendant avoir le droit à l'autodétermination.;Einige unserer kolonialen Domänen sehnen sich nach Unabhängigkeit und behaupten, sie hätten das Recht auf Selbstbestimmung.;Niektóre z naszych domen kolonialnych pragn¹ niepodleg³oœci, twierdz¹c, ze maja prawo do samostanowienia.;Algunos de nuestros dominios coloniales anhelan la independencia, alegando que tienen derecho a la autodeterminación.;Alcuni dei nostri domini coloniali desiderano l'indipendenza, affermando di avere il diritto all'autodeterminazione.;Néhány gyarmati területünk a függetlenségért vágyik, és azt állítja, hogy önrendelkezési joguk van.;Nìkteré z našich koloniálních domén touží po nezávislosti, tvrdí, že mají právo na sebeurcení.;Néhány gyarmati területünk a függetlenségért vágyik, és azt állítja, hogy önrendelkezési joguk van.;Sommige van onze koloniale domeinen verlangen naar onafhankelijkheid en beweren dat ze het recht op zelfbeschikking hebben.;Alguns de nossos domínios coloniais anseiam pela independência, afirmando que eles têm o direito à autodeterminação.;Íåêîòîðûå èç íàøèõ êîëîíèàëüíûõ îáëàñòåé ñòðåìÿòñÿ ê íåçàâèñèìîñòè, óòâåðæäàÿ, ÷òî îíè èìåþò ïðàâî íà ñàìîîïðåäåëåíèå.;Jotkut siirtomaa-alueistamme herättävät itsenäisyyttä, väittäen, että heillä on itsemääräämisoikeus.;x
